fold,swap_type,donor_species_id,donor_group_id,count
1,cross_class,04,04::003876046262,1
1,cross_class,04,04::003880706278,3
1,cross_class,04,04::003903226329,2
1,cross_class,04,04::003903346329,4
1,cross_class,04,04::003903516329,2
1,cross_class,04,04::003903606329,5
1,cross_class,04,04::003903666329,22
1,cross_class,04,04::003903796329,4
1,cross_class,04,04::003903836329,2
1,cross_class,04,04::003903926329,1
1,cross_class,04,04::003910246343,1
1,cross_class,04,04::003911006343,10
1,cross_class,04,04::003930916390,2
1,cross_class,04,04::004086276713,7
1,cross_class,04,04::004086326713,4
1,cross_class,04,04::004086356713,2
1,cross_class,04,04::004086476713,9
1,cross_class,04,04::004101136728,3
1,cross_class,04,04::004101166728,1
1,cross_class,04,04::004101246728,6
1,cross_class,04,04::004101356728,5
1,cross_class,04,04::004101626728,4
1,cross_class,04,04::004101976728,1
1,cross_class,04,04::004102036728,1
1,cross_class,04,04::004102146728,5
1,cross_class,04,04::004141936790,4
1,cross_class,04,04::004141946790,3
1,cross_class,04,04::004142066790,2
1,cross_class,04,04::004142086790,7
1,cross_class,04,04::004168696821,2
1,cross_class,04,04::004172826828,10
1,cross_class,04,04::004182476838,1
1,cross_class,04,04::004182616838,1
1,cross_class,04,04::004182626838,1
1,cross_class,04,04::004182686838,2
1,cross_class,04,04::004182716838,13
1,cross_class,04,04::004182776838,1
1,cross_class,04,04::004182786838,1
1,cross_class,04,04::004182796838,2
1,cross_class,04,04::004182916838,5
1,cross_class,04,04::004182986838,2
1,cross_class,04,04::004183036838,2
1,cross_class,04,04::004193116854,1
1,cross_class,04,04::004193806855,3
1,cross_class,04,04::004198926864,2
1,cross_class,04,04::004199046864,1
1,cross_class,04,04::004199386864,2
1,cross_class,04,04::004204606876,3
1,cross_class,04,04::004204646876,22
1,cross_class,04,04::004204746876,3
1,cross_class,04,04::004204796876,4
1,cross_class,04,04::004204896876,2
1,cross_class,04,04::004205086876,3
1,cross_class,04,04::004205206876,10
1,cross_class,04,04::004205266876,6
1,cross_class,04,04::004205436876,5
1,cross_class,04,04::004205546876,5
1,cross_class,04,04::004205656876,4
1,cross_class,04,04::004206346878,1
1,cross_class,04,04::004206466879,2
1,cross_class,04,04::004206546878,2
1,cross_class,04,04::004206586878,4
1,cross_class,04,04::004206816879,4
1,cross_class,04,04::004206896879,1
1,cross_class,04,04::004208776881,1
1,cross_class,04,04::004218696898,3
1,cross_class,04,04::004220856902,2
1,cross_class,04,04::004236846932,7
1,cross_class,04,04::004236866932,11
1,cross_class,04,04::004237026932,10
1,cross_class,04,04::004237056932,5
1,cross_class,04,04::004237086932,10
1,cross_class,04,04::004237116932,12
1,cross_class,04,04::004237306932,4
1,cross_class,04,04::004237396932,5
1,cross_class,04,04::004237446932,5
1,cross_class,04,04::004237516932,3
1,cross_class,04,04::004237536932,4
1,cross_class,04,04::004237566932,6
1,cross_class,04,04::004237636932,23
1,cross_class,04,04::004237716932,9
1,cross_class,04,04::004237996932,11
1,cross_class,04,04::004238126932,4
1,cross_class,04,04::004240046936,4
1,cross_class,04,04::004240146936,2
1,cross_class,04,04::004240646937,2
1,cross_class,04,04::004241176937,2
1,cross_class,04,04::004241326938,5
1,cross_class,04,04::004247166949,4
1,cross_class,04,04::004247196949,2
1,cross_class,04,04::004283156992,10
1,cross_class,04,04::004283186992,4
1,cross_class,04,04::004283266992,3
1,cross_class,04,04::004283296992,17
1,cross_class,04,04::004283386992,15
1,cross_class,04,04::004283516992,7
1,cross_class,04,04::004283586992,1
1,cross_class,04,04::004283606992,1
1,cross_class,04,04::004283616992,6
1,cross_class,04,04::004283656992,16
1,cross_class,04,04::004283686992,6
1,cross_class,04,04::004283836992,4
1,cross_class,04,04::004283896992,16
1,cross_class,04,04::004284026992,2
1,cross_class,04,04::004284636994,2
1,cross_class,04,04::004284756994,6
1,cross_class,04,04::004285897001,2
1,cross_class,04,04::004286007001,2
1,cross_class,04,04::004299887030,2
1,cross_class,04,04::004299977030,5
1,cross_class,04,04::004300407030,1
1,cross_class,04,04::004312807037,4
1,cross_class,04,04::004313047037,7
1,cross_class,04,04::004313597037,7
1,cross_class,04,04::004321617039,1
1,cross_class,04,04::004325487039,6
1,cross_class,04,04::004336737054,1
1,cross_class,04,04::004336827054,2
1,cross_class,04,04::004336907054,8
1,cross_class,04,04::004336927054,4
1,cross_class,04,04::004337117054,2
1,cross_class,04,04::004337267054,1
1,cross_class,04,04::004339767061,7
1,cross_class,04,04::004339827061,3
1,cross_class,04,04::004340857063,7
1,cross_class,04,04::004340977063,1
1,cross_class,04,04::004341027063,7
1,cross_class,04,04::004341037063,4
1,cross_class,04,04::004341067063,1
1,cross_class,04,04::004341137063,7
1,cross_class,04,04::004341237063,2
1,cross_class,04,04::004341397063,1
1,cross_class,04,04::004341417063,3
1,cross_class,04,04::004341497063,6
1,cross_class,04,04::004341547063,2
1,cross_class,04,04::004361167106,1
1,cross_class,04,04::004361267106,2
1,cross_class,04,04::004379887113,2
1,cross_class,04,04::004396977126,1
1,cross_class,04,04::004397257126,2
1,cross_class,04,04::004397977126,4
1,cross_class,04,04::004401687134,2
1,cross_class,04,04::004401847134,4
1,cross_class,04,04::004401977134,2
1,cross_class,04,04::004402047134,1
1,cross_class,04,04::004402267134,3
1,cross_class,04,04::004402997137,5
1,cross_class,04,04::004403047137,1
1,cross_class,04,04::004403057137,3
1,cross_class,04,04::004403337137,2
1,cross_class,04,04::004403817139,1
1,cross_class,04,04::004406457141,2
1,cross_class,04,04::004424487177,2
1,cross_class,04,04::004427387187,4
1,cross_class,04,04::004448247200,1
1,cross_class,04,04::004448427200,2
1,cross_class,04,04::004449647202,6
1,cross_class,04,04::004449767202,1
1,cross_class,04,04::004449787202,2
1,cross_class,04,04::004449917202,1
1,cross_class,04,04::004460297236,1
1,cross_class,04,04::004496137271,2
1,cross_class,04,04::004496207271,1
1,cross_class,04,04::004496247271,5
1,cross_class,04,04::004506907290,2
1,cross_class,04,04::004525187335,2
1,cross_class,04,04::004525607336,1
1,cross_class,04,04::004525687336,1
1,cross_class,04,04::004551307377,2
1,cross_class,04,04::004551357377,4
1,cross_class,04,04::004551387377,1
1,cross_class,04,04::004551517377,1
1,cross_class,04,04::004567907400,3
1,cross_class,04,04::004568007400,2
1,cross_class,04,04::004569337403,3
1,cross_class,04,04::004569657403,2
1,cross_class,04,04::004569687403,3
1,cross_class,04,04::004569877403,5
1,cross_class,04,04::004577427417,2
1,cross_class,04,04::004588657436,2
1,cross_class,04,04::004589047441,6
1,cross_class,04,04::004589127441,2
1,cross_class,04,04::004589217441,2
1,cross_class,04,04::004594697450,6
1,cross_class,04,04::004604597458,2
1,cross_class,04,04::004604677458,6
1,cross_class,04,04::004604837458,3
1,cross_class,04,04::004604887458,6
1,cross_class,04,04::004604897458,3
1,cross_class,04,04::004604997458,2
1,cross_class,04,04::004605497458,7
1,cross_class,05,05::003389985224,4
1,cross_class,05,05::003424625280,3
1,cross_class,05,05::003424655280,19
1,cross_class,05,05::003424725280,18
1,cross_class,05,05::003435115294,10
1,cross_class,05,05::003435135294,2
1,cross_class,05,05::003435335294,10
1,cross_class,05,05::003435345294,1
1,cross_class,05,05::003435515294,1
1,cross_class,05,05::003473275341,13
1,cross_class,05,05::003473285341,4
1,cross_class,05,05::003473325341,12
1,cross_class,05,05::003481675355,10
1,cross_class,05,05::003481955355,12
1,cross_class,05,05::003484315359,1
1,cross_class,05,05::003484325359,2
1,cross_class,05,05::003502985380,6
1,cross_class,05,05::003503055380,9
1,cross_class,05,05::003503375380,2
1,cross_class,05,05::003503405380,12
1,cross_class,05,05::003511355406,4
1,cross_class,05,05::003511375406,4
1,cross_class,05,05::003511385406,1
1,cross_class,05,05::003511415406,2
1,cross_class,05,05::003511445406,2
1,cross_class,05,05::003533665426,7
1,cross_class,05,05::003533965426,2
1,cross_class,05,05::003533985426,2
1,cross_class,05,05::003571415521,9
1,cross_class,05,05::003571475521,13
1,cross_class,05,05::003571685521,3
1,cross_class,05,05::003571865521,2
1,cross_class,05,05::003571905521,7
1,cross_class,05,05::003572035521,3
1,cross_class,05,05::003572055521,2
1,cross_class,05,05::003572105521,3
1,cross_class,05,05::003572185521,12
1,cross_class,05,05::003572215521,2
1,cross_class,05,05::003572225521,4
1,cross_class,05,05::003581185542,2
1,cross_class,05,05::003588905576,30
1,cross_class,05,05::003588965576,5
1,cross_class,05,05::003588975576,5
1,cross_class,05,05::003589025576,17
1,cross_class,05,05::003590185584,9
1,cross_class,05,05::003590255584,5
1,cross_class,05,05::003590325584,3
1,cross_class,05,05::003590465584,1
1,cross_class,05,05::003590505584,9
1,cross_class,05,05::003590565584,8
1,cross_class,05,05::003631385663,1
1,cross_class,05,05::003631415663,3
1,cross_class,05,05::003631425663,9
1,cross_class,05,05::003631625663,35
1,cross_class,05,05::003631805663,4
1,cross_class,05,05::003631905663,56
1,cross_class,05,05::003653645737,2
1,cross_class,05,05::003701535833,3
1,cross_class,05,05::003735605895,3
1,cross_class,05,05::003753095961,1
1,cross_class,05,05::003753115961,16
1,cross_class,05,05::003753125961,10
1,cross_class,05,05::003753135961,7
1,cross_class,05,05::003774346021,3
1,cross_class,05,05::003784006047,6
1,cross_class,05,05::003796356083,4
1,cross_class,05,05::003796466083,2
1,cross_class,05,05::003796506083,16
1,cross_class,05,05::003796536083,3
1,cross_class,05,05::003800916101,6
1,cross_class,05,05::003801166101,1
1,cross_class,05,05::003801186101,4
1,cross_class,05,05::003801206101,1
1,cross_class,05,05::003801676101,8
1,cross_class,05,05::003804106104,13
1,cross_class,05,05::003854666222,1
1,cross_class,05,05::003869596241,3
1,cross_class,05,05::003869696241,16
1,cross_class,05,05::003902996328,4
1,cross_class,05,05::003903206328,1
1,cross_class,05,05::003903446328,59
1,cross_class,05,05::003903496328,3
1,cross_class,05,05::003905966332,1
1,cross_class,05,05::003907506336,2
1,cross_class,05,05::003924026368,6
1,cross_class,05,05::003924086368,4
1,cross_class,05,05::003924236368,6
1,cross_class,05,05::003924266369,7
1,cross_class,05,05::003924286368,5
1,cross_class,05,05::003924296368,3
1,cross_class,05,05::003924306368,6
1,cross_class,05,05::003924336368,11
1,cross_class,05,05::003924396368,4
1,cross_class,05,05::003924426368,6
1,cross_class,05,05::003924446368,13
1,cross_class,05,05::003956436464,2
1,cross_class,05,05::003956466464,4
1,cross_class,05,05::003956536464,3
1,cross_class,05,05::004084356706,3
1,cross_class,05,05::004091176720,1
1,cross_class,05,05::004124716755,1
1,cross_class,05,05::004124756755,2
1,cross_class,05,05::004209266885,2
1,cross_class,05,05::004209336885,3
1,cross_class,05,05::004209376885,2
1,cross_class,05,05::004218106897,6
1,cross_class,05,05::004262726961,19
1,cross_class,05,05::004262786961,5
1,cross_class,05,05::004262826961,5
1,cross_class,05,05::004262836961,2
1,cross_class,05,05::004263106961,2
1,cross_class,05,05::004263216961,8
1,cross_class,05,05::004263336961,1
1,cross_class,05,05::004263386961,10
1,cross_class,05,05::004283126991,5
1,cross_class,05,05::004283206991,2
1,cross_class,05,05::004283276991,16
1,cross_class,05,05::004283316991,16
1,cross_class,05,05::004283556991,7
1,cross_class,05,05::004310987036,6
1,cross_class,05,05::004311187036,4
1,cross_class,05,05::004342297065,4
1,cross_class,05,05::004342477065,2
1,cross_class,05,05::004345557073,2
1,cross_class,05,05::004345767073,1
1,cross_class,05,05::004345777073,5
1,cross_class,05,05::004353747082,6
1,cross_class,05,05::004353777082,1
1,cross_class,05,05::004353787082,9
1,cross_class,05,05::004354537087,5
1,cross_class,05,05::004354667087,3
1,cross_class,05,05::004361037106,3
1,cross_class,05,05::004373257108,5
1,cross_class,05,05::004374237108,4
1,cross_class,05,05::004375257108,13
1,cross_class,05,05::004376227108,10
1,cross_class,05,05::004376507108,8
1,cross_class,05,05::004476847256,1
1,cross_class,05,05::004494397266,1
1,cross_class,05,05::004496577272,19
1,cross_class,05,05::004496637272,7
1,cross_class,05,05::004496737272,2
1,cross_class,05,05::004496807272,4
1,cross_class,05,05::004515367318,7
1,cross_class,05,05::004515397318,2
1,cross_class,05,05::004515427318,3
1,cross_class,05,05::004515587318,5
1,cross_class,05,05::004515837318,1
1,cross_class,05,05::004559377385,5
1,cross_class,05,05::004559407385,1
1,cross_class,05,05::004559557385,1
1,cross_class,05,05::004559587385,2
1,cross_class,05,05::004570727405,3
1,cross_class,05,05::004571077405,4
1,cross_class,05,05::004571187405,23
1,cross_class,05,05::004571277405,3
1,cross_class,05,05::004571377405,1
1,cross_class,05,05::004571387405,1
1,cross_class,05,05::004585307429,2
1,cross_class,05,05::004585367429,1
1,cross_class,05,05::004585387429,3
1,cross_class,05,05::004588717436,3
1,cross_class,05,05::420934688505,1
1,cross_class,05,05::426262696105,3
1,cross_class,06,06::000004960001,13
1,cross_class,06,06::000022429597,1
1,cross_class,06,06::000420000106,7
1,cross_class,06,06::000472000106,5
1,cross_class,06,06::003549645469,5
1,cross_class,06,06::003582835545,2
1,cross_class,06,06::003633925672,2
1,cross_class,06,06::003737195897,4
1,cross_class,06,06::003738745907,3
1,cross_class,06,06::003763845996,3
1,cross_class,06,06::003772126011,3
1,cross_class,06,06::003780786038,7
1,cross_class,06,06::003813566123,3
1,cross_class,06,06::003861116228,3
1,cross_class,06,06::003955046461,1
1,cross_class,06,06::004085436711,1
1,cross_class,06,06::004421527170,1
1,cross_class,06,06::435464708706,1
1,cross_class,07,07::000001979596,5
1,cross_class,07,07::000002489596,19
1,cross_class,07,07::000003249596,15
1,cross_class,07,07::000004349596,2
1,cross_class,07,07::000004979596,1
1,cross_class,07,07::000005099596,2
1,cross_class,07,07::000007759596,12
1,cross_class,07,07::000013350001,34
1,cross_class,07,07::000013460001,8
1,cross_class,07,07::000013640001,13
1,cross_class,07,07::003445125304,3
1,cross_class,07,07::003445335304,5
1,cross_class,07,07::003445485304,1
1,cross_class,07,07::003445515304,7
1,cross_class,07,07::003473815342,8
1,cross_class,07,07::003537465434,2
1,cross_class,07,07::003726235873,3
1,cross_class,07,07::004270236972,2
1,cross_class,07,07::004270246972,9
1,cross_class,07,07::004342197064,1
1,cross_class,07,07::004535717356,2
1,cross_class,08,08::000013890001,3
1,cross_class,08,08::000026190001,4
1,cross_class,08,08::000026380001,38
1,cross_class,08,08::000026610001,6
1,cross_class,08,08::000027280001,3
1,cross_class,08,08::000027480001,7
1,cross_class,08,08::000040719596,1
1,cross_class,08,08::000041839596,12
1,cross_class,08,08::000045569596,6
1,cross_class,08,08::003269959708,6
1,cross_class,08,08::003453305308,1
1,cross_class,08,08::003460000108,3
1,cross_class,08,08::003772196012,1
1,cross_class,08,08::003838526180,1
1,cross_class,08,08::003865466237,2
1,cross_class,08,08::003888196299,3
1,cross_class,08,08::003951606449,1
1,cross_class,08,08::004314047038,4
1,cross_class,08,08::004383827116,2
1,cross_class,08,08::004510057297,1
1,cross_class,09,09::000027490001,10
1,cross_class,09,09::000052479598,15
1,cross_class,09,09::003381315211,11
1,cross_class,09,09::003485995363,4
1,cross_class,09,09::003486045363,26
1,cross_class,09,09::003527285419,16
1,cross_class,09,09::003527485419,4
1,cross_class,09,09::003541445448,1
1,cross_class,09,09::003541715448,9
1,cross_class,09,09::003541765448,14
1,cross_class,09,09::003738765907,11
1,cross_class,09,09::003878416276,2
1,cross_class,09,09::003917936356,6
1,cross_class,09,09::004094756723,19
1,cross_class,09,09::004413297149,8
1,cross_class,09,09::004442477196,4
1,cross_class,09,09::004475087254,1
1,cross_class,09,09::004503047286,12
1,cross_class,10,10::003478695350,13
1,cross_class,10,10::003478815350,2
1,cross_class,10,10::003478845350,2
1,cross_class,10,10::003478885350,18
1,cross_class,10,10::003478895350,3
1,cross_class,10,10::003778336032,10
1,cross_class,10,10::003953246451,4
1,cross_class,10,10::003953306451,9
1,cross_class,10,10::003953386451,2
1,cross_class,10,10::003953406451,4
1,cross_class,10,10::004402137135,22
1,cross_class,10,10::004402157135,5
1,cross_class,10,10::004402277135,5
1,cross_class,10,10::004402307135,12
1,cross_class,10,10::004402397135,17
1,cross_class,10,10::004493047264,2
1,cross_class,11,11::000001719594,13
1,cross_class,11,11::000005949592,7
1,cross_class,11,11::000007369595,1
1,cross_class,11,11::003427675288,3
1,cross_class,11,11::003427805288,3
1,cross_class,11,11::003427825288,6
1,cross_class,11,11::003427965288,1
1,cross_class,11,11::003456265312,11
1,cross_class,11,11::003678625781,1
1,cross_class,11,11::003925716380,2
1,cross_class,11,11::003949606445,2
1,cross_class,12,12::000020830001,8
1,cross_class,12,12::003571805521,32
1,cross_class,12,12::003589975584,6
1,cross_class,12,12::003623955643,11
1,cross_class,12,12::003734755888,2
1,cross_class,12,12::003752805961,7
1,cross_class,12,12::004298347025,4
1,cross_class,12,12::004398307127,5
1,cross_class,13,13::000000999597,25
1,cross_class,13,13::000004479597,17
1,cross_class,13,13::000020999597,1
1,cross_class,13,13::003486145363,21
1,cross_class,13,13::003681515783,4
1,cross_class,13,13::003907226336,1
1,cross_class,13,13::003946476435,5
1,cross_class,13,13::004284866993,1
1,cross_class,13,13::004284966993,1
1,cross_class,14,14::000005089596,1
1,cross_class,14,14::000006139596,3
1,cross_class,14,14::000026710001,7
1,cross_class,14,14::000027310001,2
1,cross_class,14,14::000033670001,1
1,cross_class,14,14::003810066114,1
1,cross_class,14,14::004527157339,2
1,cross_class,15,15::003411775250,7
1,cross_class,15,15::003486885364,13
1,cross_class,15,15::003579115536,1
1,cross_class,15,15::004204236874,4
1,cross_class,15,15::004204266874,1
1,cross_class,15,15::004266136971,3
1,cross_class,16,16::000004939594,9
1,cross_class,16,16::000010089594,6
1,cross_class,16,16::000013099594,5
1,cross_class,16,16::000014979594,22
1,cross_class,16,16::000016659594,33
2,cross_class,01,01::000000009598,22
2,cross_class,01,01::000000479598,1
2,cross_class,01,01::000001239598,1
2,cross_class,01,01::000002019598,1
2,cross_class,01,01::000004220001,2
2,cross_class,01,01::000004230001,2
2,cross_class,01,01::000004250001,2
2,cross_class,01,01::000004280001,2
2,cross_class,01,01::000004300001,3
2,cross_class,01,01::000004310001,4
2,cross_class,01,01::000004380001,25
2,cross_class,01,01::000004400001,3
2,cross_class,01,01::000004470001,1
2,cross_class,01,01::000004490001,4
2,cross_class,01,01::000004690001,3
2,cross_class,01,01::000004700001,20
2,cross_class,01,01::000004750001,13
2,cross_class,01,01::000004770001,8
2,cross_class,01,01::000004790001,1
2,cross_class,01,01::000004800001,5
2,cross_class,01,01::000004810001,18
2,cross_class,01,01::000004820001,10
2,cross_class,01,01::000004840001,4
2,cross_class,01,01::000004910001,7
2,cross_class,01,01::000006910001,6
2,cross_class,01,01::000006960001,1
2,cross_class,01,01::000006970001,7
2,cross_class,01,01::000006990001,4
2,cross_class,01,01::000007010001,9
2,cross_class,01,01::000007020001,8
2,cross_class,01,01::000007030001,5
2,cross_class,01,01::000007080001,5
2,cross_class,01,01::000007090001,4
2,cross_class,01,01::000007120001,6
2,cross_class,01,01::000007140001,11
2,cross_class,01,01::000007150001,6
2,cross_class,01,01::000007260001,7
2,cross_class,01,01::000007320001,13
2,cross_class,01,01::000007340001,4
2,cross_class,01,01::000007380001,16
2,cross_class,01,01::000007470001,11
2,cross_class,01,01::000007490001,2
2,cross_class,01,01::000009989597,9
2,cross_class,01,01::000010229598,3
2,cross_class,01,01::000011279598,3
2,cross_class,01,01::000013500001,3
2,cross_class,01,01::000013520001,9
2,cross_class,01,01::000014499598,13
2,cross_class,01,01::000015860001,8
2,cross_class,01,01::000016069598,8
2,cross_class,01,01::000016229598,2
2,cross_class,01,01::000017259597,1
2,cross_class,01,01::000017499598,47
2,cross_class,01,01::000017510001,1
2,cross_class,01,01::000017560001,1
2,cross_class,01,01::000017590001,3
2,cross_class,01,01::000017690001,1
2,cross_class,01,01::000017700001,1
2,cross_class,01,01::000017750001,9
2,cross_class,01,01::000017840001,7
2,cross_class,01,01::000018000001,2
2,cross_class,01,01::000018030001,3
2,cross_class,01,01::000018060001,4
2,cross_class,01,01::000021800001,5
2,cross_class,01,01::000021890001,2
2,cross_class,01,01::000021940001,2
2,cross_class,01,01::000021950001,21
2,cross_class,01,01::000022000001,6
2,cross_class,01,01::000022010001,3
2,cross_class,01,01::000022030001,6
2,cross_class,01,01::000022070001,12
2,cross_class,01,01::000022130001,8
2,cross_class,01,01::000022210001,2
2,cross_class,01,01::000022220001,19
2,cross_class,01,01::000022850001,14
2,cross_class,01,01::000023070001,1
2,cross_class,01,01::000023090001,7
2,cross_class,01,01::000023180001,3
2,cross_class,01,01::000023460001,9
2,cross_class,01,01::000023540001,2
2,cross_class,01,01::000023710001,3
2,cross_class,01,01::000023749598,3
2,cross_class,01,01::000023940001,4
2,cross_class,01,01::000024089596,2
2,cross_class,01,01::000025990001,1
2,cross_class,01,01::000026060001,2
2,cross_class,01,01::000026079598,18
2,cross_class,01,01::000026620001,4
2,cross_class,01,01::000026850001,3
2,cross_class,01,01::000026870001,3
2,cross_class,01,01::000027020001,12
2,cross_class,01,01::000027050001,1
2,cross_class,01,01::000027150001,2
2,cross_class,01,01::000027200001,2
2,cross_class,01,01::000027210001,10
2,cross_class,01,01::000027340001,3
2,cross_class,01,01::000033590001,1
2,cross_class,01,01::000034880001,1
2,cross_class,01,01::000035090001,4
2,cross_class,01,01::000044599596,5
2,cross_class,01,01::000053049598,2
2,cross_class,01,01::000053419598,5
2,cross_class,01,01::000066469598,8
2,cross_class,01,01::000068229598,16
2,cross_class,01,01::000078909598,3
2,cross_class,01,01::000079579598,13
2,cross_class,01,01::000080349598,8
2,cross_class,01,01::000081289598,3
2,cross_class,01,01::000083099598,10
2,cross_class,01,01::000083459598,2
2,cross_class,01,01::000090519598,2
2,cross_class,01,01::000093829598,34
2,cross_class,01,01::000110989598,3
2,cross_class,01,01::000111979598,3
2,cross_class,01,01::000116089598,18
2,cross_class,01,01::000119689598,2
2,cross_class,01,01::000121259598,32
2,cross_class,01,01::000129779598,2
2,cross_class,01,01::000130639598,11
2,cross_class,01,01::000140849598,33
2,cross_class,01,01::000140879598,1
2,cross_class,01,01::000143079598,1
2,cross_class,01,01::000144149598,3
2,cross_class,01,01::000146769598,9
2,cross_class,01,01::000148389598,3
2,cross_class,01,01::000150659598,2
2,cross_class,01,01::000152499598,16
2,cross_class,01,01::000153179598,4
2,cross_class,01,01::000155679598,2
2,cross_class,01,01::000156629598,5
2,cross_class,01,01::000157169598,8
2,cross_class,01,01::000164509598,2
2,cross_class,01,01::000175059598,10
2,cross_class,01,01::000177699598,1
2,cross_class,01,01::000177739598,2
2,cross_class,01,01::000704000101,3
2,cross_class,01,01::002605000101,2
2,cross_class,01,01::003363000101,2
2,cross_class,01,01::003379315208,1
2,cross_class,01,01::003379345208,2
2,cross_class,01,01::003379515208,8
2,cross_class,01,01::003379535208,6
2,cross_class,01,01::003379555208,1
2,cross_class,01,01::003379615208,1
2,cross_class,01,01::003379765208,1
2,cross_class,01,01::003384475218,1
2,cross_class,01,01::003387595222,1
2,cross_class,01,01::003387775222,3
2,cross_class,01,01::003387845222,2
2,cross_class,01,01::003387895222,1
2,cross_class,01,01::003391225225,1
2,cross_class,01,01::003391255225,6
2,cross_class,01,01::003391305225,3
2,cross_class,01,01::003391335225,6
2,cross_class,01,01::003391415225,2
2,cross_class,01,01::003391535225,1
2,cross_class,01,01::003392045225,4
2,cross_class,01,01::003394845228,2
2,cross_class,01,01::003394885228,4
2,cross_class,01,01::003397455231,2
2,cross_class,01,01::003397615231,2
2,cross_class,01,01::003398205233,4
2,cross_class,01,01::003398215233,2
2,cross_class,01,01::003398295232,1
2,cross_class,01,01::003398565233,1
2,cross_class,01,01::003398655233,4
2,cross_class,01,01::003399365233,1
2,cross_class,01,01::003401835234,1
2,cross_class,01,01::003405265240,3
2,cross_class,01,01::003405635240,1
2,cross_class,01,01::003405665240,1
2,cross_class,01,01::003411645250,2
2,cross_class,01,01::003411765250,2
2,cross_class,01,01::003413185263,1
2,cross_class,01,01::003416985270,2
2,cross_class,01,01::003419265275,1
2,cross_class,01,01::003419365275,2
2,cross_class,01,01::003419375275,5
2,cross_class,01,01::003419395275,2
2,cross_class,01,01::003419405275,2
2,cross_class,01,01::003419415275,2
2,cross_class,01,01::003419455275,1
2,cross_class,01,01::003419665275,5
2,cross_class,01,01::003419765275,1
2,cross_class,01,01::003421175277,3
2,cross_class,01,01::003421215277,2
2,cross_class,01,01::003421365277,4
2,cross_class,01,01::003421915277,8
2,cross_class,01,01::003422195277,2
2,cross_class,01,01::003425455286,2
2,cross_class,01,01::003425465286,2
2,cross_class,01,01::003425475286,3
2,cross_class,01,01::003425595286,6
2,cross_class,01,01::003425665286,1
2,cross_class,01,01::003425805286,2
2,cross_class,01,01::003425815286,2
2,cross_class,01,01::003426005286,2
2,cross_class,01,01::003426015286,2
2,cross_class,01,01::003426045286,3
2,cross_class,01,01::003426075286,8
2,cross_class,01,01::003426105286,1
2,cross_class,01,01::003426175286,6
2,cross_class,01,01::003426195286,2
2,cross_class,01,01::003426255286,1
2,cross_class,01,01::003426475286,6
2,cross_class,01,01::003426515286,2
2,cross_class,01,01::003427845288,1
2,cross_class,01,01::003430125290,1
2,cross_class,01,01::003430225290,1
2,cross_class,01,01::003430375290,2
2,cross_class,01,01::003430455290,1
2,cross_class,01,01::003430545290,1
2,cross_class,01,01::003433465293,4
2,cross_class,01,01::003433695293,1
2,cross_class,01,01::003434055293,1
2,cross_class,01,01::003434075293,1
2,cross_class,01,01::003434115293,1
2,cross_class,01,01::003434295293,1
2,cross_class,01,01::003434545293,5
2,cross_class,01,01::003434575293,1
2,cross_class,01,01::003436985295,1
2,cross_class,01,01::003437405295,1
2,cross_class,01,01::003440415298,2
2,cross_class,01,01::003442475300,1
2,cross_class,01,01::003442635300,1
2,cross_class,01,01::003444425304,1
2,cross_class,01,01::003446295306,2
2,cross_class,01,01::003446405306,1
2,cross_class,01,01::003446735305,1
2,cross_class,01,01::003447175305,3
2,cross_class,01,01::003447275306,1
2,cross_class,01,01::003447375306,2
2,cross_class,01,01::003447755306,1
2,cross_class,01,01::003447765306,1
2,cross_class,01,01::003447785306,1
2,cross_class,01,01::003448045305,4
2,cross_class,01,01::003453125308,4
2,cross_class,01,01::003453755309,4
2,cross_class,01,01::003453825309,2
2,cross_class,01,01::003455915311,1
2,cross_class,01,01::003456205311,1
2,cross_class,01,01::003459075316,1
2,cross_class,01,01::003467345330,1
2,cross_class,01,01::003467765331,3
2,cross_class,01,01::003469155334,2
2,cross_class,01,01::003470655337,2
2,cross_class,01,01::003473915342,6
2,cross_class,01,01::003473995342,1
2,cross_class,01,01::003474445342,16
2,cross_class,01,01::003474575342,2
2,cross_class,01,01::003474605342,2
2,cross_class,01,01::003474625342,1
2,cross_class,01,01::003480315354,2
2,cross_class,01,01::003480325354,2
2,cross_class,01,01::003480455354,1
2,cross_class,01,01::003480615354,1
2,cross_class,01,01::003480985354,1
2,cross_class,01,01::003483615358,1
2,cross_class,01,01::003486445364,3
2,cross_class,01,01::003486695364,1
2,cross_class,01,01::003487235364,10
2,cross_class,01,01::003489745366,1
2,cross_class,01,01::003489765366,1
2,cross_class,01,01::003489815366,1
2,cross_class,01,01::003489835366,1
2,cross_class,01,01::003489855366,4
2,cross_class,01,01::003489865366,4
2,cross_class,01,01::003489875366,5
2,cross_class,01,01::003490095366,2
2,cross_class,01,01::003490205366,1
2,cross_class,01,01::003490285366,2
2,cross_class,01,01::003490715366,1
2,cross_class,01,01::003490795366,5
2,cross_class,01,01::003490805366,1
2,cross_class,01,01::003493505369,3
2,cross_class,01,01::003493515369,2
2,cross_class,01,01::003493675369,2
2,cross_class,01,01::003493805369,4
2,cross_class,01,01::003493855369,1
2,cross_class,01,01::003493935369,3
2,cross_class,01,01::003494095369,1
2,cross_class,01,01::003495845372,2
