fold,recipient_image_path,recipient_species,recipient_group,donor_image_path,donor_species,donor_group,donor_mask_original_area_fraction,donor_foreground_pixels_after_resize,donor_foreground_pixels_outside_recipient_hard_mask,donor_foreground_fraction_of_full_composite,donor_foreground_fraction_of_donor_region,donor_foreground_fraction_alpha_weighted,donor_foreground_fraction_donor_region_alpha_weighted
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_11300.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004214406890_21994.png,3,03::004214406890,0.1437351308485329,2092,912,0.0627192077573757,0.07028360049321825,0.06311707943677902,0.07072945684194565
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_19028.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658945754_10281.png,1,01::003658945754,0.1368515205724508,1733,409,0.03202317569683683,0.03626207997162869,0.03301025182008743,0.03737981617450714
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_21233.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003517165415_12099.png,1,01::003517165415,0.12097690268837562,2188,811,0.04485371384326088,0.050479272998879623,0.04503139480948448,0.05067924037575722
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_21278.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003424725280_19351.png,5,05::003424725280,0.14954819277108433,1760,480,0.04056795131845842,0.0463768115942029,0.04144871234893799,0.047383684664964676
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_22243.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004560001_00348.png,1,01::000004560001,0.12657526658357568,2246,752,0.04245709123757904,0.04745377674007699,0.04289631545543671,0.04794469103217125
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_22251.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004379817113_22518.png,1,01::004379817113,0.1239202657807309,1576,386,0.03031492971020184,0.034501251340722204,0.030946439132094383,0.03521996736526489
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340857063_22259.png,4,04::004340857063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000010309598_05544.png,1,01::000010309598,0.12721311475409836,1942,533,0.03468245705361791,0.039024747400790746,0.03530744090676308,0.03972797840833664
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340907063_09327.png,4,04::004340907063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003490845366_11139.png,1,01::003490845366,0.11958327042125924,1252,216,0.020563594821020565,0.023391812865497075,0.021449092775583267,0.02439909800887108
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340907063_21178.png,4,04::004340907063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003398345233_17350.png,1,01::003398345233,0.13247756729810567,1672,331,0.02626984126984127,0.029817133591568328,0.02739645354449749,0.031095875427126884
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340907063_22220.png,4,04::004340907063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003448105305_23646.png,2,02::003448105305,0.12024390243902439,1439,380,0.031932773109243695,0.03585243890933107,0.032520659267902374,0.03651248663663864
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340907063_27112.png,4,04::004340907063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004359087102_18957.png,1,01::004359087102,0.12228828539289732,1229,104,0.010309278350515464,0.011861313868613138,0.012356255203485489,0.01421645749360323
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004340977063_21105.png,4,04::004340977063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004427147186_10852.png,2,02::004427147186,0.15733830845771143,1118,428,0.06041784302653868,0.06762521725391057,0.06157006695866585,0.06891489028930664
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341027063_09307.png,4,04::004341027063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_000013330001_01234.png,2,02::000013330001,0.14031736702909198,3221,1242,0.054245283018867926,0.06120337062041098,0.05449765548110008,0.061488114297389984
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341027063_15138.png,4,04::004341027063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000041869596_04419.png,1,01::000041869596,0.11282051282051282,2000,530,0.030261505081648966,0.03460207612456748,0.03059433028101921,0.03498264029622078
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341027063_21409.png,4,04::004341027063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003469375335_17536.png,1,01::003469375335,0.16525191675794085,2594,805,0.05168207498715973,0.059475434059844845,0.05229438468813896,0.06018007919192314
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341027063_22218.png,4,04::004341027063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004461237245_26923.png,2,02::004461237245,0.15163678530015165,3579,1129,0.04776814046964248,0.05403206508734147,0.0482436940073967,0.05456998199224472
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341027063_27123.png,4,04::004341027063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000000589598_05329.png,1,01::000000589598,0.10245253164556962,2033,478,0.024086671705719324,0.027504459405029057,0.024136152118444443,0.02756096050143242
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341037063_09496.png,4,04::004341037063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004127306756_20103.png,1,01::004127306756,0.11540969354488155,2580,206,0.009165739710789766,0.010775749333054349,0.009536496363580227,0.011211631819605827
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341037063_09640.png,4,04::004341037063,D:\datasets\Fish4Knowledge\fish_image\fish_07\fish_000013350001_01250.png,7,07::000013350001,0.1007488679902473,1941,760,0.03968253968253968,0.04557994482427732,0.03977786749601364,0.04568943753838539
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341067063_12033.png,4,04::004341067063,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003515325414_10146.png,3,03::003515325414,0.13388524122180986,1288,368,0.03793032364460936,0.04348853698889151,0.038335565477609634,0.04395316168665886
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_09450.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_08\fish_000026380001_02590.png,8,08::000026380001,0.1310819462227913,1333,420,0.041128084606345476,0.045587756431129924,0.04186772555112839,0.04640759900212288
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_09473.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004600001_00399.png,1,01::000004600001,0.11885412433969932,1230,419,0.0406638198757764,0.04549402823018458,0.04142855852842331,0.04634960740804672
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_09642.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000127079598_07253.png,1,01::000127079598,0.14444971537001897,1688,677,0.058051792145429604,0.06492759182890573,0.058534398674964905,0.06546735763549805
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_10700.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003481675355_24236.png,5,05::003481675355,0.14576802507836992,1396,510,0.05246913580246913,0.05872193436960276,0.05288136005401611,0.059183284640312195
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_11749.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004079026695_24397.png,1,01::004079026695,0.150448964632582,1462,488,0.05134680134680135,0.0574793875147232,0.05258993059396744,0.058870989829301834
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341137063_18632.png,4,04::004341137063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003910856343_13651.png,1,01::003910856343,0.125,1358,457,0.0417427840701498,0.046283167915738305,0.04244677349925041,0.04706373065710068
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341177063_10937.png,4,04::004341177063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004100816726_11765.png,1,01::004100816726,0.1482905982905983,1393,466,0.04978632478632478,0.05613105275837148,0.050499290227890015,0.05693487450480461
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341237063_09365.png,4,04::004341237063,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004341787064_14973.png,3,03::004341787064,0.14198198198198198,731,105,0.020539906103286387,0.024,0.024289652705192566,0.02838141657412052
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341397063_09480.png,4,04::004341397063,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004479907258_12799.png,3,03::004479907258,0.13057779432756159,2367,887,0.04905702118245672,0.05484449390960242,0.0492311492562294,0.055039167404174805
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341417063_13085.png,4,04::004341417063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003819426127_25000.png,1,01::003819426127,0.11466404743715668,2334,697,0.034368836291913216,0.038410669017965395,0.03510024771094322,0.03922809660434723
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341497063_09395.png,4,04::004341497063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004265316967_17094.png,2,02::004265316967,0.13438438438438438,2853,1094,0.05156485671191553,0.05763051151029869,0.05167500674724579,0.05775361880660057
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341497063_09404.png,4,04::004341497063,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003898976320_26434.png,2,02::003898976320,0.13039591315453383,2730,770,0.03701923076923077,0.04128686327077748,0.037609923630952835,0.041945651173591614
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341497063_14710.png,4,04::004341497063,D:\datasets\Fish4Knowledge\fish_image\fish_10\fish_003953246451_11908.png,10,10::003953246451,0.09531366691560866,1939,245,0.012028672427337,0.013743969482777965,0.01251703780144453,0.014301976189017296
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341497063_14716.png,4,04::004341497063,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004380057113_10494.png,1,01::004380057113,0.13088905775075987,2700,512,0.024864024864024864,0.02821558470186267,0.025549698621034622,0.02899368293583393
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341497063_24891.png,4,04::004341497063,D:\datasets\Fish4Knowledge\fish_image\fish_10\fish_003778336032_15503.png,10,10::003778336032,0.07761816496756256,1353,71,0.0041192852169877,0.004726401278125416,0.004674735013395548,0.005363715346902609
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004341547063_13379.png,4,04::004341547063,D:\datasets\Fish4Knowledge\fish_image\fish_10\fish_003478695350_11914.png,10,10::003478695350,0.07313212325875897,469,105,0.01653282947567312,0.019209659714599342,0.01661236397922039,0.019302072003483772
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004361167106_21676.png,4,04::004361167106,D:\datasets\Fish4Knowledge\fish_image\fish_13\fish_003486145363_20928.png,13,13::003486145363,0.10131332082551595,547,99,0.018346923647146036,0.02162516382699869,0.018869953230023384,0.02224164828658104
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004361267106_18535.png,4,04::004361267106,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000026780001_02499.png,1,01::000026780001,0.15002683843263553,871,104,0.018055555555555554,0.02113821138211382,0.021381208673119545,0.02503165975213051
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004361267106_21056.png,4,04::004361267106,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003620485639_14678.png,3,03::003620485639,0.1382001040402289,922,211,0.03154904306220096,0.03623561737935772,0.0326201505959034,0.037465836852788925
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004361267106_21636.png,4,04::004361267106,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003898976320_26460.png,2,02::003898976320,0.13432126501339325,558,53,0.012939453125,0.01536231884057971,0.015874028205871582,0.018846383318305016
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004379887113_25218.png,4,04::004379887113,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000006940001_00705.png,1,01::000006940001,0.1584207896051974,1800,858,0.07589562140645732,0.08431603773584906,0.0760381743311882,0.08447440713644028
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004396977126_15617.png,4,04::004396977126,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000007289598_05421.png,1,01::000007289598,0.1323207443897099,868,123,0.019016697588126158,0.0220351128627732,0.020543180406093597,0.023803886026144028
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004397257126_21108.png,4,04::004397257126,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003426125286_10518.png,1,01::003426125286,0.12213188798554653,1165,244,0.025501672240802676,0.029221556886227545,0.02630714699625969,0.030144525691866875
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004397977126_10957.png,4,04::004397977126,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003540155442_15615.png,1,01::003540155442,0.1261904761904762,652,129,0.025121713729308666,0.028762541806020066,0.02629663236439228,0.030107738450169563
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004397977126_11791.png,4,04::004397977126,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658445752_18991.png,1,01::003658445752,0.12911266201395813,1169,333,0.03696303696303696,0.04197655363670742,0.03783266246318817,0.042964134365320206
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004397977126_27339.png,4,04::004397977126,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003838456180_18339.png,1,01::003838456180,0.16801633444075303,997,331,0.05586497890295359,0.0638996138996139,0.057287462055683136,0.06552668660879135
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401687134_21392.png,4,04::004401687134,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004573457411_20382.png,1,01::004573457411,0.1395455238676224,834,111,0.01801363193768257,0.021062618595825425,0.01946674846112728,0.022761689499020576
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401847134_08962.png,4,04::004401847134,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004260296960_24227.png,1,01::004260296960,0.11138239739565167,1193,349,0.0327023988005997,0.03632767773498491,0.033791881054639816,0.03753793612122536
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401847134_10443.png,4,04::004401847134,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004515587318_11549.png,5,05::004515587318,0.15855614973262033,1592,795,0.08047373215912541,0.08889634350888963,0.08081527054309845,0.08927362412214279
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401847134_10703.png,4,04::004401847134,D:\datasets\Fish4Knowledge\fish_image\fish_16\fish_000016659594_03623.png,16,16::000016659594,0.09731162438470277,1058,283,0.026232851316277346,0.029205366357069145,0.02681964449584484,0.029858650639653206
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401977134_10968.png,4,04::004401977134,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000000589598_05305.png,1,01::000000589598,0.12530120481927712,1165,383,0.04115624328390286,0.047121062992125984,0.04140240326523781,0.04740289971232414
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004401977134_16300.png,4,04::004401977134,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_000010429596_03911.png,2,02::000010429596,0.13205128205128205,1257,277,0.028854166666666667,0.03336143562567746,0.029649225994944572,0.0342806912958622
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004402047134_21077.png,4,04::004402047134,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004350001_00120.png,1,01::000004350001,0.12852932508104922,636,107,0.021529175050301812,0.025277580911882827,0.02339048869907856,0.02746296487748623
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004402267134_18464.png,4,04::004402267134,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003618095632_13261.png,2,02::003618095632,0.12848585003098534,1664,627,0.04815668202764977,0.05387986594483114,0.048487208783626556,0.05424967408180237
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004402997137_20392.png,4,04::004402997137,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004455597220_27232.png,1,01::004455597220,0.13693901035673187,1871,570,0.04165144318597004,0.0478228039265039,0.04219360277056694,0.04844529181718826
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004402997137_20942.png,4,04::004402997137,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_001371000101_01374.png,1,01::001371000101,0.11765873015873016,1189,143,0.01403061224489796,0.016331658291457288,0.014729066751897335,0.017144661396741867
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004402997137_23817.png,4,04::004402997137,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004496577272_19455.png,5,05::004496577272,0.15009435331688198,1195,347,0.04231707317073171,0.04834215658957927,0.04337688162922859,0.04955286160111427
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403047137_09424.png,4,04::004403047137,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004600001_00378.png,1,01::000004600001,0.1523520084566596,1803,627,0.0528133423180593,0.060057471264367814,0.053500253707170486,0.06083860248327255
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403057137_09389.png,4,04::004403057137,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004600001_00408.png,1,01::000004600001,0.13396442914515203,1475,501,0.04545866981217676,0.05205194805194805,0.04618154466152191,0.05287966877222061
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403057137_15510.png,4,04::004403057137,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004270376972_27285.png,3,03::004270376972,0.1218389224848818,1329,286,0.026056851311953354,0.0302038230013729,0.02641216292977333,0.030615683645009995
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403337137_10404.png,4,04::004403337137,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003776526025_26397.png,3,03::003776526025,0.12842161393530038,1379,196,0.017958585303280192,0.020871046746885315,0.018365440890192986,0.021343884989619255
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403337137_18452.png,4,04::004403337137,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000000589598_05340.png,1,01::000000589598,0.12264931992903608,1405,211,0.018431167016072676,0.021388748099341104,0.018779953941702843,0.021793505176901817
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403337137_21239.png,4,04::004403337137,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003620485639_14981.png,3,03::003620485639,0.1289482253337675,1722,469,0.034877667881311816,0.04002389486260454,0.03544202074408531,0.04067151993513107
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004403817139_09284.png,4,04::004403817139,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003666285765_22425.png,3,03::003666285765,0.14001728608470182,2393,770,0.045315442561205274,0.05051499048743686,0.04598871245980263,0.05126551166176796
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004406457141_18623.png,4,04::004406457141,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000102369598_06819.png,1,01::000102369598,0.15100965759438104,2071,652,0.047232686177919446,0.05439225827980312,0.04798978194594383,0.05526411160826683
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004406807141_15621.png,4,04::004406807141,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000034690001_03294.png,3,03::000034690001,0.16118769883351008,928,248,0.04428571428571428,0.05084050840508405,0.046753887087106705,0.05367400124669075
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004424487177_25763.png,4,04::004424487177,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000109159598_06973.png,1,01::000109159598,0.13095238095238096,992,374,0.05,0.05720403793208932,0.050350021570920944,0.05760449171066284
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004425027183_23961.png,4,04::004425027183,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003524005417_10119.png,1,01::003524005417,0.1302113078241005,1110,432,0.050532225991344014,0.05618415918845104,0.05109646916389465,0.05681151524186134
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004427387187_13778.png,4,04::004427387187,D:\datasets\Fish4Knowledge\fish_image\fish_06\fish_000420000106_00027.png,6,06::000420000106,0.11541666666666667,574,112,0.022626262626262626,0.026022304832713755,0.024143781512975693,0.027767593041062355
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004427387187_13782.png,4,04::004427387187,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004388537119_17198.png,2,02::004388537119,0.1337173100871731,730,144,0.026039783001808318,0.02947799385875128,0.028559906408190727,0.032330866903066635
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004427387187_13784.png,4,04::004427387187,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004186266842_27152.png,1,01::004186266842,0.1326388888888889,782,185,0.031462585034013606,0.035440613026819924,0.03281524032354355,0.0369642935693264
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004448247200_09270.png,4,04::004448247200,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004133516771_20822.png,1,01::004133516771,0.10955678670360111,1867,451,0.026378896882494004,0.030082710779082176,0.026420779526233673,0.030130473896861076
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004448247200_21247.png,4,04::004448247200,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003940096416_17550.png,1,01::003940096416,0.11816950173114557,1722,382,0.026384859787263435,0.029993718592964826,0.027173418551683426,0.03089013323187828
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004448427200_13418.png,4,04::004448427200,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000026420001_02468.png,1,01::000026420001,0.1331043956043956,1615,450,0.03712871287128713,0.04229720838424664,0.038221824914216995,0.043542489409446716
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004448427200_15538.png,4,04::004448427200,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003620875639_22463.png,3,03::003620875639,0.11609756097560976,937,200,0.0248015873015873,0.02870676044208411,0.025442274287343025,0.02944832853972912
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_11505.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003497775374_21360.png,1,01::003497775374,0.12305592121300765,1547,391,0.030862735811824138,0.034885795860099926,0.03121500462293625,0.03528398275375366
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_13641.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004433307191_26441.png,2,02::004433307191,0.1417910447761194,1165,168,0.020348837209302327,0.023819651212250107,0.02190558798611164,0.02564193122088909
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_18050.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004503417286_17658.png,2,02::004503417286,0.1399004975124378,1167,239,0.02861590038314176,0.03345933081338373,0.02952561154961586,0.03452301397919655
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_18458.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003888886299_16889.png,3,03::003888886299,0.15696812453669384,1739,508,0.046098003629764066,0.052506459948320414,0.04661058634519577,0.053090304136276245
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_21170.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003966226489_26875.png,2,02::003966226489,0.13002773925104022,1464,290,0.025997310623038995,0.02992467237643174,0.0265659149736166,0.03057917393743992
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449647202_21643.png,4,04::004449647202,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000144179598_07420.png,1,01::000144179598,0.11155202821869488,1032,44,0.004731182795698925,0.005513784461152882,0.00600522942841053,0.006998575758188963
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449767202_21160.png,4,04::004449767202,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004439857195_17014.png,3,03::004439857195,0.12417027417027417,826,115,0.01716674130467234,0.01977984176126591,0.018226906657218933,0.021001385524868965
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449767202_21195.png,4,04::004449767202,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000099219598_06769.png,1,01::000099219598,0.11057304277643261,607,53,0.009317862165963432,0.010757052973411813,0.011212784796953201,0.012944656424224377
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449787202_18545.png,4,04::004449787202,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000013170001_01467.png,1,01::000013170001,0.11747542997542998,3172,716,0.026629969873916762,0.030418897102557567,0.02717520296573639,0.03104170598089695
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449787202_21397.png,4,04::004449787202,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003480575354_18614.png,1,01::003480575354,0.13057432432432434,1380,485,0.04572021116138763,0.051943879190318086,0.04644584283232689,0.0527682900428772
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004449917202_23815.png,4,04::004449917202,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004599547454_17032.png,3,03::004599547454,0.13691537220948985,1285,331,0.035978260869565216,0.04097548898242139,0.036706648766994476,0.041805047541856766
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004460297236_09376.png,4,04::004460297236,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003493535369_12175.png,1,01::003493535369,0.11502849002849003,1754,442,0.0288662486938349,0.032818532818532815,0.02906898222863674,0.033049024641513824
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004460297236_11363.png,4,04::004460297236,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000017630001_01666.png,1,01::000017630001,0.14497550642128956,3743,1361,0.05251379403480341,0.05906861681350636,0.05270066112279892,0.059278808534145355
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004460297236_19034.png,4,04::004460297236,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003871446248_22823.png,1,01::003871446248,0.13693910256410258,4280,1775,0.05689102564102564,0.06280073591848287,0.05710633099079132,0.0630384087562561
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004496137271_09281.png,4,04::004496137271,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_004095076724_14028.png,1,01::004095076724,0.14224324714719053,2356,988,0.05966183574879227,0.06652750656521446,0.05987199395895004,0.06676185131072998
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004496207271_21087.png,4,04::004496207271,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003876486270_22166.png,3,03::003876486270,0.12116745283018868,2757,421,0.018484369511766772,0.02153342540023528,0.01892615109682083,0.02204808034002781
1,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004496247271_09283.png,4,04::004496247271,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_000004440001_00224.png,1,01::000004440001,0.13624338624338625,2430,839,0.0468505695778423,0.052095622477491464,0.04765062406659126,0.05298524722456932
